"name","solution_value","buffer_size"
"ta001",1278,2
"ta002",1358,3
"ta003",1073,2
"ta004",1293,2
"ta005",1231,2
"ta006",1193,2
"ta007",1239,3
"ta008",1199,2
"ta009",1210,2
"ta010",1103,3
"ta011",1560,2
"ta012",1645,2
"ta013",1475,2
"ta014",1368,3
"ta015",1395,3
"ta016",1369,2
"ta017",1432,2
"ta018",1527,2
"ta019",1586,3
"ta020",1566,2
"ta021",2247,2
"ta022",2059,3
"ta023",2236,2
"ta024",2184,2
"ta025",2247,2
"ta026",2168,2
"ta027",2228,3
"ta028",2175,2
"ta029",2184,2
"ta030",2122,2
"ta031",2724,5
"ta032",2834,4
"ta033",2612,6
"ta034",2751,6
"ta035",2853,5
"ta036",2825,6
"ta037",2716,4
"ta038",2683,6
"ta039",2545,5
"ta040",2776,10
"ta041",3010,4
"ta042",2872,4
"ta043",2855,4
"ta044",3061,4
"ta045",2998,3
"ta046",3018,4
"ta047",3127,4
"ta048",3042,4
"ta049",2887,4
"ta050",3078,4
"ta051",3853,3
"ta052",3697,5
"ta053",3663,5
"ta054",3728,5
"ta055",3608,4
"ta056",3739,4
"ta057",3738,3
"ta058",3685,5
"ta059",3765,4
"ta060",3765,3
"ta061",5493,8
"ta062",5257,6
"ta063",5175,9
"ta064",4996,5
"ta065",5247,6
"ta066",5135,6
"ta067",5232,9
"ta068",5083,10
"ta069",5448,9
"ta070",5318,6
"ta071",5783,6
"ta072",5361,8
"ta073",5681,5
"ta074",5785,6
"ta075",5489,7
"ta076",5295,7
"ta077",5623,8
"ta078",5628,5
"ta079",5896,4
"ta080",5848,5
"ta081",6316,5
"ta082",6205,6
"ta083",6319,5
"ta084",6306,14
"ta085",6384,5
"ta086",6437,5
"ta087",6323,6
"ta088",6465,4
"ta089",6350,4
"ta090",6458,6
"ta091",10857,10
"ta092",10538,8
"ta093",10926,8
"ta094",10877,11
"ta095",10499,9
"ta096",10345,10
"ta097",10880,10
"ta098",10764,11
"ta099",10419,11
"ta100",10685,9
"ta101",11323,6
"ta102",11355,7
"ta103",11470,8
"ta104",11414,11
"ta105",11380,8
"ta106",11304,9
"ta107",11462,8
"ta108",11453,7
"ta109",11363,7
"ta110",11464,10
"ta111",26279,13
"ta112",26768,13
"ta113",26583,16
"ta114",26649,17
"ta115",26476,15
"ta116",26578,12
"ta117",26535,16
"ta118",26786,14
"ta119",26134,15
"ta120",26615,14
"ta001",1278,2
"ta002",1358,3
"ta003",1073,2
"ta004",1293,3
"ta005",1235,2
"ta006",1193,2
"ta007",1245,3
"ta008",1199,2
"ta009",1210,3
"ta010",1103,3
"ta011",1560,2
"ta012",1645,2
"ta013",1476,2
"ta014",1368,3
"ta015",1395,3
"ta016",1369,2
"ta017",1432,2
"ta018",1527,3
"ta019",1586,3
"ta020",1559,2
"ta021",2249,2
"ta022",2063,2
"ta023",2236,2
"ta024",2175,2
"ta025",2247,3
"ta026",2174,2
"ta027",2223,2
"ta028",2170,3
"ta029",2206,2
"ta030",2146,2
"ta031",2724,4
"ta032",2834,5
"ta033",2612,5
"ta034",2751,5
"ta035",2853,4
"ta036",2825,5
"ta037",2716,4
"ta038",2683,7
"ta039",2547,4
"ta040",2776,10
"ta041",3020,3
"ta042",2881,4
"ta043",2855,4
"ta044",3061,4
"ta045",2990,4
"ta046",3014,3
"ta047",3113,4
"ta048",3032,4
"ta049",2902,4
"ta050",3078,3
"ta051",3828,3
"ta052",3707,4
"ta053",3659,4
"ta054",3740,3
"ta055",3607,4
"ta056",3698,4
"ta057",3693,5
"ta058",3691,4
"ta059",3729,5
"ta060",3753,3
"ta061",5493,6
"ta062",5257,8
"ta063",5173,8
"ta064",4997,6
"ta065",5247,8
"ta066",5135,8
"ta067",5232,7
"ta068",5087,9
"ta069",5442,9
"ta070",5318,9
"ta071",5784,7
"ta072",5352,8
"ta073",5678,6
"ta074",5803,5
"ta075",5470,5
"ta076",5317,6
"ta077",5604,8
"ta078",5625,5
"ta079",5891,8
"ta080",5845,5
"ta081",6235,4
"ta082",6255,7
"ta083",6324,6
"ta084",6315,14
"ta085",6409,5
"ta086",6442,6
"ta087",6359,5
"ta088",6481,4
"ta089",6322,4
"ta090",6491,6
"ta091",10857,8
"ta092",10504,8
"ta093",10936,9
"ta094",10871,10
"ta095",10499,11
"ta096",10336,9
"ta097",10861,11
"ta098",10755,12
"ta099",10419,11
"ta100",10685,11
"ta101",11322,8
"ta102",11381,6
"ta103",11442,7
"ta104",11368,14
"ta105",11380,9
"ta106",11339,10
"ta107",11463,11
"ta108",11453,9
"ta109",11372,8
"ta110",11443,9
"ta111",26206,12
"ta112",26673,12
"ta113",26580,13
"ta114",26700,15
"ta115",26488,16
"ta116",26621,12
"ta117",26482,13
"ta118",26701,12
"ta119",26157,14
"ta120",26578,11
"ta001",1278,2
"ta002",1358,2
"ta003",1073,2
"ta004",1293,2
"ta005",1235,2
"ta006",1193,2
"ta007",1239,3
"ta008",1199,2
"ta009",1210,3
"ta010",1103,2
"ta011",1560,2
"ta012",1649,2
"ta013",1475,2
"ta014",1365,3
"ta015",1395,3
"ta016",1372,3
"ta017",1432,2
"ta018",1527,2
"ta019",1590,3
"ta020",1559,2
"ta021",2241,2
"ta022",2064,3
"ta023",2243,2
"ta024",2188,2
"ta025",2248,3
"ta026",2163,2
"ta027",2225,2
"ta028",2178,3
"ta029",2211,2
"ta030",2122,2
"ta031",2724,4
"ta032",2834,4
"ta033",2612,5
"ta034",2751,7
"ta035",2853,4
"ta036",2825,7
"ta037",2716,3
"ta038",2683,5
"ta039",2545,5
"ta040",2776,10
"ta041",3010,4
"ta042",2885,4
"ta043",2855,5
"ta044",3061,4
"ta045",2995,4
"ta046",2991,5
"ta047",3102,3
"ta048",3044,5
"ta049",2887,3
"ta050",3078,3
"ta051",3854,4
"ta052",3725,6
"ta053",3661,4
"ta054",3721,3
"ta055",3607,4
"ta056",3695,5
"ta057",3694,3
"ta058",3689,4
"ta059",3731,5
"ta060",3776,5
"ta061",5493,7
"ta062",5257,8
"ta063",5175,9
"ta064",4993,8
"ta065",5247,6
"ta066",5135,8
"ta067",5232,7
"ta068",5086,11
"ta069",5442,10
"ta070",5322,7
"ta071",5776,6
"ta072",5352,7
"ta073",5681,9
"ta074",5816,6
"ta075",5497,7
"ta076",5317,8
"ta077",5609,9
"ta078",5631,6
"ta079",5897,5
"ta080",5845,6
"ta081",6270,4
"ta082",6241,7
"ta083",6311,5
"ta084",6296,12
"ta085",6398,5
"ta086",6437,5
"ta087",6332,6
"ta088",6487,5
"ta089",6333,6
"ta090",6489,6
"ta091",10857,11
"ta092",10537,9
"ta093",10928,10
"ta094",10877,12
"ta095",10499,11
"ta096",10341,12
"ta097",10868,11
"ta098",10798,10
"ta099",10419,10
"ta100",10685,8
"ta101",11342,7
"ta102",11361,9
"ta103",11464,9
"ta104",11377,11
"ta105",11347,7
"ta106",11339,7
"ta107",11481,7
"ta108",11479,9
"ta109",11359,8
"ta110",11449,9
"ta111",26221,17
"ta112",26737,16
"ta113",26537,16
"ta114",26639,15
"ta115",26404,16
"ta116",26605,15
"ta117",26532,13
"ta118",26722,13
"ta119",26204,17
"ta120",26579,11
"ta001",1278,2
"ta002",1358,2
"ta003",1073,2
"ta004",1293,2
"ta005",1244,2
"ta006",1193,2
"ta007",1239,3
"ta008",1199,2
"ta009",1210,2
"ta010",1103,3
"ta011",1560,2
"ta012",1644,3
"ta013",1472,2
"ta014",1368,2
"ta015",1400,3
"ta016",1369,3
"ta017",1432,2
"ta018",1527,3
"ta019",1586,4
"ta020",1559,2
"ta021",2251,2
"ta022",2062,3
"ta023",2243,2
"ta024",2187,2
"ta025",2248,3
"ta026",2163,2
"ta027",2223,2
"ta028",2161,2
"ta029",2211,3
"ta030",2141,2
"ta031",2724,6
"ta032",2834,5
"ta033",2612,6
"ta034",2751,4
"ta035",2854,5
"ta036",2825,6
"ta037",2716,4
"ta038",2683,6
"ta039",2545,3
"ta040",2776,10
"ta041",3010,5
"ta042",2887,4
"ta043",2855,4
"ta044",3064,3
"ta045",2993,4
"ta046",3015,3
"ta047",3127,4
"ta048",3038,4
"ta049",2902,4
"ta050",3081,3
"ta051",3853,4
"ta052",3692,5
"ta053",3642,5
"ta054",3736,4
"ta055",3632,4
"ta056",3717,4
"ta057",3689,3
"ta058",3718,4
"ta059",3750,4
"ta060",3762,4
"ta061",5493,8
"ta062",5257,8
"ta063",5175,10
"ta064",4997,6
"ta065",5247,9
"ta066",5135,10
"ta067",5232,8
"ta068",5083,10
"ta069",5442,7
"ta070",5318,9
"ta071",5776,6
"ta072",5355,8
"ta073",5681,6
"ta074",5805,6
"ta075",5488,6
"ta076",5304,6
"ta077",5609,7
"ta078",5636,5
"ta079",5897,7
"ta080",5845,6
"ta081",6252,4
"ta082",6245,7
"ta083",6317,4
"ta084",6318,14
"ta085",6439,4
"ta086",6449,5
"ta087",6315,7
"ta088",6482,5
"ta089",6347,5
"ta090",6475,6
"ta091",10884,10
"ta092",10513,8
"ta093",10922,10
"ta094",10876,10
"ta095",10501,10
"ta096",10356,10
"ta097",10868,11
"ta098",10798,9
"ta099",10465,10
"ta100",10685,8
"ta101",11327,8
"ta102",11351,8
"ta103",11437,8
"ta104",11394,12
"ta105",11377,8
"ta106",11293,7
"ta107",11461,7
"ta108",11473,11
"ta109",11337,8
"ta110",11496,8
"ta111",26228,16
"ta112",26786,13
"ta113",26586,13
"ta114",26600,13
"ta115",26464,13
"ta116",26594,12
"ta117",26525,14
"ta118",26704,16
"ta119",26170,17
"ta120",26573,13
"ta001",1278,2
"ta002",1358,2
"ta003",1073,3
"ta004",1293,3
"ta005",1235,2
"ta006",1193,2
"ta007",1236,4
"ta008",1199,3
"ta009",1210,3
"ta010",1103,2
"ta011",1570,3
"ta012",1645,2
"ta013",1479,2
"ta014",1369,3
"ta015",1400,3
"ta016",1369,2
"ta017",1431,2
"ta018",1527,3
"ta019",1586,4
"ta020",1559,2
"ta021",2244,2
"ta022",2063,4
"ta023",2242,3
"ta024",2184,2
"ta025",2254,2
"ta026",2174,2
"ta027",2229,2
"ta028",2162,2
"ta029",2187,3
"ta030",2151,2
"ta031",2724,6
"ta032",2834,5
"ta033",2613,5
"ta034",2751,8
"ta035",2854,5
"ta036",2825,5
"ta037",2716,3
"ta038",2683,5
"ta039",2545,4
"ta040",2776,10
"ta041",3010,4
"ta042",2880,3
"ta043",2855,4
"ta044",3063,4
"ta045",2994,3
"ta046",2991,4
"ta047",3113,5
"ta048",3033,4
"ta049",2882,4
"ta050",3089,3
"ta051",3847,3
"ta052",3706,4
"ta053",3651,4
"ta054",3737,3
"ta055",3600,4
"ta056",3738,4
"ta057",3740,4
"ta058",3693,5
"ta059",3764,4
"ta060",3758,3
"ta061",5493,8
"ta062",5257,7
"ta063",5175,8
"ta064",4998,7
"ta065",5247,6
"ta066",5135,6
"ta067",5232,7
"ta068",5083,10
"ta069",5448,9
"ta070",5318,7
"ta071",5779,5
"ta072",5352,8
"ta073",5681,6
"ta074",5799,7
"ta075",5488,5
"ta076",5304,7
"ta077",5611,9
"ta078",5630,6
"ta079",5894,6
"ta080",5845,5
"ta081",6265,5
"ta082",6284,7
"ta083",6304,5
"ta084",6337,14
"ta085",6436,5
"ta086",6417,5
"ta087",6324,6
"ta088",6468,6
"ta089",6344,5
"ta090",6519,6
"ta091",10879,9
"ta092",10494,9
"ta093",10930,7
"ta094",10871,13
"ta095",10512,8
"ta096",10332,9
"ta097",10857,10
"ta098",10764,11
"ta099",10465,11
"ta100",10685,9
"ta101",11348,9
"ta102",11344,7
"ta103",11414,7
"ta104",11380,13
"ta105",11356,7
"ta106",11308,8
"ta107",11488,6
"ta108",11453,7
"ta109",11336,8
"ta110",11396,8
"ta111",26221,14
"ta112",26774,12
"ta113",26540,15
"ta114",26635,14
"ta115",26451,16
"ta116",26576,10
"ta117",26514,14
"ta118",26719,13
"ta119",26206,14
"ta120",26595,13
"ta001",1278,2
"ta002",1358,2
"ta003",1073,3
"ta004",1293,3
"ta005",1235,2
"ta006",1193,2
"ta007",1239,3
"ta008",1199,2
"ta009",1210,2
"ta010",1103,3
"ta011",1560,2
"ta012",1652,2
"ta013",1468,2
"ta014",1365,3
"ta015",1395,2
"ta016",1369,2
"ta017",1432,2
"ta018",1527,2
"ta019",1586,4
"ta020",1559,2
"ta021",2247,2
"ta022",2070,3
"ta023",2250,3
"ta024",2178,2
"ta025",2261,3
"ta026",2173,2
"ta027",2224,2
"ta028",2172,2
"ta029",2184,2
"ta030",2122,2
"ta031",2724,5
"ta032",2834,5
"ta033",2612,6
"ta034",2751,8
"ta035",2854,5
"ta036",2825,6
"ta037",2716,4
"ta038",2683,4
"ta039",2545,4
"ta040",2776,10
"ta041",3010,4
"ta042",2884,4
"ta043",2855,4
"ta044",3061,4
"ta045",2989,3
"ta046",3006,4
"ta047",3123,3
"ta048",3023,5
"ta049",2907,4
"ta050",3084,4
"ta051",3867,4
"ta052",3689,5
"ta053",3676,5
"ta054",3733,3
"ta055",3635,4
"ta056",3687,4
"ta057",3699,4
"ta058",3713,5
"ta059",3722,4
"ta060",3766,4
"ta061",5493,6
"ta062",5257,8
"ta063",5175,14
"ta064",4996,8
"ta065",5247,8
"ta066",5135,7
"ta067",5232,8
"ta068",5083,9
"ta069",5448,8
"ta070",5318,8
"ta071",5774,7
"ta072",5349,8
"ta073",5681,6
"ta074",5801,6
"ta075",5495,6
"ta076",5308,6
"ta077",5604,8
"ta078",5624,5
"ta079",5891,6
"ta080",5845,6
"ta081",6263,5
"ta082",6253,7
"ta083",6303,6
"ta084",6310,15
"ta085",6391,5
"ta086",6449,6
"ta087",6337,5
"ta088",6464,4
"ta089",6331,6
"ta090",6514,7
"ta091",10857,9
"ta092",10508,8
"ta093",10930,9
"ta094",10871,10
"ta095",10521,8
"ta096",10356,13
"ta097",10880,10
"ta098",10798,9
"ta099",10422,11
"ta100",10685,10
"ta101",11299,8
"ta102",11336,9
"ta103",11427,8
"ta104",11388,12
"ta105",11387,7
"ta106",11295,8
"ta107",11427,6
"ta108",11473,7
"ta109",11333,8
"ta110",11404,9
"ta111",26230,13
"ta112",26749,13
"ta113",26593,14
"ta114",26650,14
"ta115",26484,13
"ta116",26598,12
"ta117",26539,14
"ta118",26791,14
"ta119",26204,16
"ta120",26582,17
"ta001",1278,3
"ta002",1358,3
"ta003",1073,2
"ta004",1293,3
"ta005",1235,2
"ta006",1193,2
"ta007",1239,3
"ta008",1199,3
"ta009",1210,2
"ta010",1103,2
"ta011",1560,2
"ta012",1645,2
"ta013",1470,2
"ta014",1368,3
"ta015",1400,3
"ta016",1369,3
"ta017",1432,2
"ta018",1527,2
"ta019",1586,3
"ta020",1566,2
"ta021",2245,2
"ta022",2063,3
"ta023",2243,2
"ta024",2184,3
"ta025",2248,2
"ta026",2171,3
"ta027",2231,2
"ta028",2161,2
"ta029",2190,2
"ta030",2134,2
"ta031",2724,4
"ta032",2834,5
"ta033",2612,4
"ta034",2751,7
"ta035",2854,5
"ta036",2825,5
"ta037",2716,4
"ta038",2683,5
"ta039",2547,5
"ta040",2776,10
"ta041",3025,5
"ta042",2880,4
"ta043",2855,3
"ta044",3061,3
"ta045",2995,5
"ta046",2995,4
"ta047",3101,4
"ta048",3037,3
"ta049",2883,4
"ta050",3092,4
"ta051",3845,3
"ta052",3733,5
"ta053",3653,4
"ta054",3737,3
"ta055",3629,4
"ta056",3728,3
"ta057",3698,3
"ta058",3699,4
"ta059",3752,5
"ta060",3756,4
"ta061",5493,5
"ta062",5257,10
"ta063",5175,9
"ta064",4996,6
"ta065",5247,6
"ta066",5135,6
"ta067",5232,7
"ta068",5083,12
"ta069",5442,7
"ta070",5318,6
"ta071",5779,6
"ta072",5357,8
"ta073",5677,8
"ta074",5791,8
"ta075",5488,7
"ta076",5304,7
"ta077",5620,8
"ta078",5634,6
"ta079",5897,6
"ta080",5845,6
"ta081",6264,6
"ta082",6263,7
"ta083",6301,6
"ta084",6298,16
"ta085",6404,4
"ta086",6442,4
"ta087",6317,5
"ta088",6468,6
"ta089",6353,4
"ta090",6449,6
"ta091",10859,10
"ta092",10524,8
"ta093",10926,7
"ta094",10871,12
"ta095",10499,8
"ta096",10356,8
"ta097",10880,9
"ta098",10798,9
"ta099",10465,9
"ta100",10685,9
"ta101",11309,9
"ta102",11332,7
"ta103",11476,11
"ta104",11401,12
"ta105",11364,8
"ta106",11275,8
"ta107",11465,8
"ta108",11451,7
"ta109",11366,7
"ta110",11408,8
"ta111",26230,12
"ta112",26735,12
"ta113",26550,16
"ta114",26639,15
"ta115",26473,15
"ta116",26593,12
"ta117",26504,13
"ta118",26661,13
"ta119",26159,13
"ta120",26563,14
"ta001",1278,2
"ta002",1358,3
"ta003",1073,2
"ta004",1293,2
"ta005",1235,2
"ta006",1193,3
"ta007",1239,3
"ta008",1199,2
"ta009",1210,2
"ta010",1103,2
"ta011",1570,2
"ta012",1645,2
"ta013",1468,2
"ta014",1372,3
"ta015",1400,3
"ta016",1372,3
"ta017",1432,2
"ta018",1527,3
"ta019",1592,4
"ta020",1559,2
"ta021",2246,2
"ta022",2076,4
"ta023",2265,3
"ta024",2178,3
"ta025",2246,3
"ta026",2162,2
"ta027",2220,2
"ta028",2162,2
"ta029",2204,3
"ta030",2146,2
"ta031",2724,5
"ta032",2834,5
"ta033",2612,7
"ta034",2751,5
"ta035",2854,5
"ta036",2825,6
"ta037",2716,4
"ta038",2683,5
"ta039",2545,5
"ta040",2776,10
"ta041",3010,4
"ta042",2873,4
"ta043",2855,4
"ta044",3064,4
"ta045",2994,3
"ta046",2991,4
"ta047",3102,3
"ta048",3038,4
"ta049",2895,4
"ta050",3091,4
"ta051",3859,3
"ta052",3706,4
"ta053",3658,4
"ta054",3735,3
"ta055",3601,4
"ta056",3712,4
"ta057",3702,3
"ta058",3715,4
"ta059",3720,5
"ta060",3748,3
"ta061",5493,8
"ta062",5257,7
"ta063",5175,9
"ta064",4993,8
"ta065",5247,7
"ta066",5135,9
"ta067",5232,8
"ta068",5083,12
"ta069",5442,7
"ta070",5322,9
"ta071",5781,5
"ta072",5356,8
"ta073",5681,6
"ta074",5790,6
"ta075",5470,6
"ta076",5317,8
"ta077",5620,9
"ta078",5624,5
"ta079",5896,6
"ta080",5845,5
"ta081",6244,4
"ta082",6251,6
"ta083",6326,5
"ta084",6322,12
"ta085",6419,5
"ta086",6437,5
"ta087",6332,5
"ta088",6479,5
"ta089",6341,5
"ta090",6492,6
"ta091",10884,12
"ta092",10512,9
"ta093",10926,9
"ta094",10871,9
"ta095",10521,10
"ta096",10356,8
"ta097",10880,9
"ta098",10798,10
"ta099",10465,9
"ta100",10685,10
"ta101",11324,9
"ta102",11359,7
"ta103",11427,8
"ta104",11392,14
"ta105",11371,11
"ta106",11300,9
"ta107",11486,9
"ta108",11453,7
"ta109",11340,7
"ta110",11444,7
"ta111",26190,15
"ta112",26801,13
"ta113",26583,14
"ta114",26660,14
"ta115",26478,14
"ta116",26575,11
"ta117",26539,17
"ta118",26738,12
"ta119",26177,13
"ta120",26575,13
"ta001",1278,2
"ta002",1358,3
"ta003",1073,3
"ta004",1293,2
"ta005",1235,3
"ta006",1193,2
"ta007",1239,3
"ta008",1199,2
"ta009",1210,2
"ta010",1103,3
"ta011",1560,2
"ta012",1645,2
"ta013",1470,2
"ta014",1368,3
"ta015",1400,3
"ta016",1369,2
"ta017",1427,2
"ta018",1527,2
"ta019",1590,3
"ta020",1559,2
"ta021",2249,2
"ta022",2070,4
"ta023",2253,2
"ta024",2192,3
"ta025",2260,2
"ta026",2166,2
"ta027",2231,2
"ta028",2153,3
"ta029",2188,2
"ta030",2146,2
"ta031",2724,5
"ta032",2834,5
"ta033",2612,7
"ta034",2751,7
"ta035",2854,5
"ta036",2825,5
"ta037",2716,4
"ta038",2683,4
"ta039",2545,4
"ta040",2776,10
"ta041",3010,5
"ta042",2892,4
"ta043",2855,3
"ta044",3064,5
"ta045",2991,4
"ta046",3006,4
"ta047",3101,4
"ta048",3032,3
"ta049",2902,4
"ta050",3078,3
"ta051",3834,3
"ta052",3690,4
"ta053",3649,4
"ta054",3736,3
"ta055",3631,4
"ta056",3664,5
"ta057",3690,4
"ta058",3679,6
"ta059",3751,5
"ta060",3753,3
"ta061",5493,8
"ta062",5257,11
"ta063",5173,10
"ta064",4993,7
"ta065",5247,7
"ta066",5135,10
"ta067",5232,6
"ta068",5083,11
"ta069",5448,8
"ta070",5318,8
"ta071",5780,8
"ta072",5352,8
"ta073",5681,7
"ta074",5804,6
"ta075",5478,6
"ta076",5317,6
"ta077",5593,8
"ta078",5636,5
"ta079",5897,6
"ta080",5845,7
"ta081",6283,6
"ta082",6243,8
"ta083",6330,6
"ta084",6306,13
"ta085",6389,5
"ta086",6425,7
"ta087",6331,5
"ta088",6470,5
"ta089",6322,5
"ta090",6466,7
"ta091",10865,13
"ta092",10476,8
"ta093",10957,9
"ta094",10877,11
"ta095",10521,10
"ta096",10356,9
"ta097",10871,11
"ta098",10798,8
"ta099",10443,13
"ta100",10685,10
"ta101",11325,8
"ta102",11386,6
"ta103",11432,9
"ta104",11371,13
"ta105",11368,8
"ta106",11315,6
"ta107",11504,9
"ta108",11460,7
"ta109",11338,6
"ta110",11386,9
"ta111",26207,12
"ta112",26780,13
"ta113",26557,12
"ta114",26643,15
"ta115",26467,16
"ta116",26586,13
"ta117",26512,15
"ta118",26743,15
"ta119",26170,13
"ta120",26577,12
"ta001",1278,3
"ta002",1358,2
"ta003",1073,3
"ta004",1293,3
"ta005",1235,2
"ta006",1193,2
"ta007",1239,4
"ta008",1199,2
"ta009",1210,2
"ta010",1103,3
"ta011",1564,2
"ta012",1650,2
"ta013",1473,2
"ta014",1369,3
"ta015",1395,3
"ta016",1369,2
"ta017",1434,2
"ta018",1527,2
"ta019",1586,3
"ta020",1559,2
"ta021",2251,2
"ta022",2070,2
"ta023",2259,2
"ta024",2184,2
"ta025",2253,2
"ta026",2173,2
"ta027",2231,2
"ta028",2165,3
"ta029",2184,2
"ta030",2122,2
"ta031",2724,6
"ta032",2836,4
"ta033",2612,8
"ta034",2751,6
"ta035",2854,5
"ta036",2825,7
"ta037",2716,5
"ta038",2683,4
"ta039",2545,5
"ta040",2776,10
"ta041",3025,4
"ta042",2881,4
"ta043",2855,4
"ta044",3063,4
"ta045",2998,5
"ta046",3007,5
"ta047",3127,4
"ta048",3032,4
"ta049",2894,4
"ta050",3078,3
"ta051",3851,4
"ta052",3699,5
"ta053",3650,4
"ta054",3756,4
"ta055",3643,5
"ta056",3733,5
"ta057",3703,4
"ta058",3690,4
"ta059",3726,5
"ta060",3754,3
"ta061",5493,8
"ta062",5257,9
"ta063",5175,11
"ta064",4996,7
"ta065",5247,7
"ta066",5135,6
"ta067",5232,8
"ta068",5087,8
"ta069",5442,7
"ta070",5322,8
"ta071",5784,6
"ta072",5357,9
"ta073",5681,6
"ta074",5817,6
"ta075",5488,6
"ta076",5304,7
"ta077",5609,8
"ta078",5631,6
"ta079",5891,5
"ta080",5845,5
"ta081",6262,6
"ta082",6245,8
"ta083",6322,5
"ta084",6312,14
"ta085",6419,5
"ta086",6437,5
"ta087",6327,5
"ta088",6472,5
"ta089",6353,6
"ta090",6497,6
"ta091",10874,11
"ta092",10521,9
"ta093",10956,10
"ta094",10871,10
"ta095",10503,8
"ta096",10356,9
"ta097",10868,10
"ta098",10786,11
"ta099",10465,8
"ta100",10685,9
"ta101",11321,10
"ta102",11356,7
"ta103",11438,9
"ta104",11387,15
"ta105",11329,7
"ta106",11288,8
"ta107",11438,8
"ta108",11453,10
"ta109",11345,7
"ta110",11474,9
"ta111",26266,13
"ta112",26782,13
"ta113",26554,14
"ta114",26666,13
"ta115",26398,13
"ta116",26573,11
"ta117",26512,15
"ta118",26715,12
"ta119",26201,14
"ta120",26571,14
